source_list_slug,source_list_id,rank,listed_at,list_item_id,type,title,year,trakt_id,trakt_slug,tmdb_id,imdb_id,tvdb_id,tmdb_detected_type,tmdb_name,tmdb_first_air_date,tmdb_status,tmdb_genres,tmdb_runtime_min,tmdb_network,tmdb_origin_country,tmdb_number_of_seasons,tmdb_number_of_episodes,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,tmdb_original_language,tmdb_error,year_start,decade,network_norm,genres_list,has_tmdb_error
arquivo-dos-desenhos-da-infancia,33771833,36,2026-02-09T18:35:25.000Z,1425670869,show,Rugrats,1991,3002,rugrats,3022.0,tt0101188,77038.0,tv,Rugrats,1991-08-11,Ended,"Family, Animation, Kids, Comedy",,Nickelodeon,US,9.0,322.0,7.616,738,57.8549,en,,1991,1990,Nickelodeon,"['Family', 'Animation', 'Kids', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,89,2026-02-09T18:50:09.000Z,1425676914,show,Rupert,1991,9731,rupert,9780.0,tt0155445,77287.0,tv,Rupert,1991-09-07,Ended,"Animation, Kids",30.0,YTV,CA,5.0,65.0,7.3,27,4.0981,en,,1991,1990,YTV,"['Animation', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,55,2026-02-09T18:40:50.000Z,1425672888,show,Rá-Tim-Bum,1990,196724,ra-tim-bum,101823.0,tt1587718,,tv,Rá-Tim-Bum,1990-09-29,Ended,Kids,30.0,TV Cultura,BR,5.0,192.0,7.6,5,0.7498,pt,,1990,1990,TV Cultura,['Kids'],False
arquivo-dos-desenhos-da-infancia,33771833,76,2026-02-09T18:46:52.000Z,1425675587,show,Samurai Jack,2001,2705,samurai-jack,2723.0,tt0278238,75164.0,tv,Samurai Jack,2001-08-10,Ended,"Sci-Fi & Fantasy, Action & Adventure, Animation",24.0,Cartoon Network,US,5.0,60.0,8.4,861,37.649,en,,2001,2000,Cartoon Network,"['Sci-Fi & Fantasy', 'Action & Adventure', 'Animation']",False
arquivo-dos-desenhos-da-infancia,33771833,62,2026-02-09T18:43:25.000Z,1425674211,show,Sesame Street,1969,501,sesame-street,502.0,tt0063951,78419.0,tv,Sesame Street,1969-11-10,Returning Series,"Kids, Comedy",54.0,PBS,US,56.0,3161.0,7.091,275,93.1475,en,,1969,1960,PBS,"['Kids', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,24,2026-02-09T18:30:44.000Z,1425669195,show,Seven Little Monsters,2000,20020,seven-little-monsters,20113.0,tt0274284,98731.0,tv,Seven Little Monsters,2000-09-30,Ended,"Kids, Family, Animation, Comedy, Sci-Fi & Fantasy",26.0,,CA,3.0,54.0,7.4,10,3.6523,en,,2000,2000,,"['Kids', 'Family', 'Animation', 'Comedy', 'Sci-Fi & Fantasy']",False
arquivo-dos-desenhos-da-infancia,33771833,45,2026-02-09T18:37:35.000Z,1425671378,show,SpongeBob SquarePants,1999,386,spongebob-squarepants,387.0,tt0206512,75886.0,tv,SpongeBob SquarePants,1999-05-01,Returning Series,"Animation, Comedy, Family",11.0,Nickelodeon,US,17.0,634.0,7.7,3149,12.6781,en,,1999,1990,Nickelodeon,"['Animation', 'Comedy', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,4,2026-02-09T18:23:58.000Z,1425666084,show,Static Shock,2000,1478,static-shock,1487.0,tt0247729,79067.0,tv,Static Shock,2000-09-23,Ended,"Action & Adventure, Animation, Sci-Fi & Fantasy, Kids",22.0,The WB,US,4.0,52.0,8.016,220,20.2448,en,,2000,2000,Kids WB,"['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy', 'Kids']",False
arquivo-dos-desenhos-da-infancia-2,33772081,6,2026-02-09T18:57:16.000Z,1425679467,show,Steven Universe,2013,60686,steven-universe,61175.0,tt3061046,270701.0,tv,Steven Universe,2013-11-04,Ended,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Family",11.0,Cartoon Network,US,5.0,154.0,8.41,1283,35.5417,en,,2013,2010,Cartoon Network,"['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,50,2026-02-09T18:39:28.000Z,1425672427,show,Taz-Mania,1991,10077,taz-mania,10126.0,tt0103562,76989.0,tv,Taz-Mania,1991-09-07,Ended,"Family, Animation, Comedy",30.0,FOX,US,4.0,123.0,7.022,251,14.2979,en,,1991,1990,FOX,"['Family', 'Animation', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,63,2026-02-09T18:43:37.000Z,1425674258,show,Teen Titans,2003,603,teen-titans,604.0,tt0343314,71503.0,tv,Teen Titans,2003-07-19,Ended,"Animation, Action & Adventure, Sci-Fi & Fantasy",23.0,Cartoon Network,US,5.0,65.0,8.371,1293,24.5552,en,,2003,2000,Cartoon Network,"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",False
arquivo-dos-desenhos-da-infancia,33771833,31,2026-02-09T18:33:25.000Z,1425670314,show,Teenage Mutant Ninja Turtles,1987,159,teenage-mutant-ninja-turtles,160.0,tt0131613,74582.0,tv,Teenage Mutant Ninja Turtles,1987-12-14,Ended,"Action & Adventure, Animation, Comedy, Kids",22.0,CBS,US,10.0,193.0,7.8,804,38.2914,en,,1987,1980,CBS,"['Action & Adventure', 'Animation', 'Comedy', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,98,2026-02-09T18:54:39.000Z,1425678568,show,Teletubbies,1997,1670,teletubbies,1682.0,tt0142055,72662.0,tv,Teletubbies,1997-03-31,Ended,"Family, Kids, Animation",25.0,PBS Kids,GB,5.0,369.0,4.4,161,21.3682,en,,1997,1990,PBS Kids,"['Family', 'Kids', 'Animation']",False
arquivo-dos-desenhos-da-infancia,33771833,44,2026-02-09T18:37:25.000Z,1425671345,show,The Adventures of Jimmy Neutron: Boy Genius,2002,2116,the-adventures-of-jimmy-neutron-boy-genius,2129.0,tt0320808,77612.0,tv,The Adventures of Jimmy Neutron: Boy Genius,2002-07-20,Ended,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Kids",24.0,Nickelodeon,US,3.0,76.0,7.4,840,24.9652,en,,2002,2000,Nickelodeon,"['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy', 'Kids']",False
arquivo-dos-desenhos-da-infancia-2,33772081,8,2026-02-09T18:57:35.000Z,1425679521,show,The Amazing World of Gumball,2011,37448,the-amazing-world-of-gumball,37606.0,tt1942683,248482.0,tv,The Amazing World of Gumball,2011-05-03,Returning Series,"Animation, Family, Sci-Fi & Fantasy, Comedy",,Cartoon Network,DE,8.0,280.0,8.5,1683,49.1561,en,,2011,2010,Cartoon Network,"['Animation', 'Family', 'Sci-Fi & Fantasy', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,28,2026-02-09T18:32:31.000Z,1425670022,show,The Atom Ant Show,1965,22071,the-atom-ant-show,22172.0,tt0058789,76210.0,tv,The Atom Ant Show,1965-10-02,Ended,"Animation, Kids, Comedy",21.0,NBC,US,1.0,78.0,7.254,195,10.7612,en,,1965,1960,NBC,"['Animation', 'Kids', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,91,2026-02-09T18:50:27.000Z,1425676971,show,The Backyardigans,2004,1866,the-backyardigans,1878.0,tt0439349,74808.0,tv,The Backyardigans,2004-10-11,Ended,"Kids, Animation",25.0,Treehouse TV,CA,4.0,79.0,8.0,115,10.3356,en,,2004,2000,Treehouse TV,"['Kids', 'Animation']",False
arquivo-dos-desenhos-da-infancia,33771833,58,2026-02-09T18:42:01.000Z,1425673350,show,The Care Bears,1985,2250,the-care-bears,2264.0,tt0284713,76079.0,tv,The Care Bears,1985-09-14,Ended,"Kids, Animation, Sci-Fi & Fantasy",30.0,ABC,CA,4.0,98.0,6.0,91,9.7232,en,,1985,1980,ABC,"['Kids', 'Animation', 'Sci-Fi & Fantasy']",False
arquivo-dos-desenhos-da-infancia,33771833,5,2026-02-09T18:24:25.000Z,1425666269,show,The Charlie Brown and Snoopy Show,1983,6631,the-charlie-brown-and-snoopy-show,6670.0,tt0084996,78225.0,tv,The Charlie Brown and Snoopy Show,1983-09-17,Ended,"Animation, Comedy",23.0,CBS,US,2.0,18.0,7.7,142,4.3994,en,,1983,1980,CBS,"['Animation', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,69,2026-02-09T18:45:42.000Z,1425675111,show,The Country Mouse and the City Mouse Adventures,1998,16811,the-country-mouse-and-the-city-mouse-adventures,16882.0,tt0126149,78719.0,tv,The Country Mouse and the City Mouse Adventures,1998-03-01,Ended,"Family, Kids, Animation, Mystery, Comedy",23.0,HBO,CA,3.0,52.0,7.7,11,0.9423,en,,1998,1990,HBO,"['Family', 'Kids', 'Animation', 'Mystery', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,7,2026-02-09T18:24:59.000Z,1425666383,show,The Fairly OddParents,2001,4606,the-fairly-oddparents,4630.0,tt0235918,76372.0,tv,The Fairly OddParents,2001-03-30,Ended,"Animation, Comedy, Sci-Fi & Fantasy, Kids, Family",12.0,Nickelodeon,CA,10.0,268.0,7.6,1072,45.1474,en,,2001,2000,Nickelodeon,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Kids', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,20,2026-02-09T18:28:19.000Z,1425667997,show,The Flintstone Kids,1986,4143,the-flintstone-kids,4167.0,tt0240265,78056.0,tv,The Flintstone Kids,1986-09-06,Ended,"Animation, Comedy, Family",30.0,ABC,US,2.0,76.0,6.19,42,7.5732,en,,1986,1980,ABC,"['Animation', 'Comedy', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,19,2026-02-09T18:28:07.000Z,1425667964,show,The Flintstones,1960,1983,the-flintstones,1996.0,tt0053502,76171.0,tv,The Flintstones,1960-09-30,Ended,"Family, Animation, Comedy",25.0,ABC,US,6.0,166.0,7.423,957,36.9699,en,,1960,1960,ABC,"['Family', 'Animation', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,6,2026-02-09T18:24:38.000Z,1425666356,show,The Grim Adventures of Billy & Mandy,2001,892,the-grim-adventures-of-billy-mandy,897.0,tt0292800,78980.0,tv,The Grim Adventures of Billy and Mandy,2001-08-24,Ended,"Animation, Comedy, Kids",11.0,Cartoon Network,US,7.0,184.0,8.1,998,34.5209,en,,2001,2000,Cartoon Network,"['Animation', 'Comedy', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,70,2026-02-09T18:45:53.000Z,1425675200,show,The Life and Times of Juniper Lee,2005,445,the-life-and-times-of-juniper-lee,446.0,tt0419348,76044.0,tv,The Life and Times of Juniper Lee,2005-05-30,Ended,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",22.0,Cartoon Network,US,3.0,40.0,5.479,47,12.3829,en,,2005,2000,Cartoon Network,"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,22,2026-02-09T18:29:35.000Z,1425668439,show,The Looney Tunes Show,2011,32465,the-looney-tunes-show,32605.0,tt1726839,248368.0,tv,The Looney Tunes Show,2011-05-03,Ended,"Animation, Comedy, Family, Kids",22.0,Cartoon Network,DK,2.0,52.0,8.091,543,18.735,en,,2011,2010,Cartoon Network,"['Animation', 'Comedy', 'Family', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,61,2026-02-09T18:43:01.000Z,1425673810,show,The Marvelous Misadventures of Flapjack,2008,6634,the-marvelous-misadventures-of-flapjack,6673.0,tt1178180,82207.0,tv,The Marvelous Misadventures of Flapjack,2008-06-05,Ended,"Sci-Fi & Fantasy, Comedy, Animation",11.0,Cartoon Network,US,3.0,90.0,8.054,371,17.2702,en,,2008,2000,Cartoon Network,"['Sci-Fi & Fantasy', 'Comedy', 'Animation']",False
arquivo-dos-desenhos-da-infancia,33771833,49,2026-02-09T18:39:14.000Z,1425671761,show,The Mask (Animated series),1995,9908,the-mask-animated-series,9957.0,tt0112064,78398.0,tv,The Mask: Animated Series,1995-08-12,Ended,"Family, Animation, Action & Adventure, Sci-Fi & Fantasy",30.0,CBS,US,3.0,54.0,7.176,502,10.5713,en,,1995,1990,CBS,"['Family', 'Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",False
arquivo-dos-desenhos-da-infancia,33771833,43,2026-02-09T18:37:09.000Z,1425671300,show,The New Adventures of Winnie the Pooh,1988,1992,the-new-adventures-of-winnie-the-pooh,2005.0,tt0165052,78442.0,tv,The New Adventures of Winnie the Pooh,1988-09-10,Ended,"Family, Animation, Comedy, Kids",23.0,ABC,US,4.0,82.0,7.7,258,14.9747,en,,1988,1980,ABC,"['Family', 'Animation', 'Comedy', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,2,2026-02-09T18:23:32.000Z,1425665494,show,The New Woody Woodpecker Show,1999,9931,the-new-woody-woodpecker-show,9980.0,tt0281474,239711.0,tv,The New Woody Woodpecker Show,1999-05-08,Ended,"Animation, Comedy, Kids",7.0,FOX,US,3.0,163.0,6.677,62,7.4113,en,,1999,1990,FOX,"['Animation', 'Comedy', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,35,2026-02-09T18:34:46.000Z,1425670777,show,The New Yogi Bear Show,1988,12400,the-new-yogi-bear-show,12454.0,tt0450931,90151.0,tv,The New Yogi Bear Show,1988-09-12,Ended,"Animation, Comedy",30.0,Disney Channel,US,1.0,45.0,6.5,10,8.9178,en,,1988,1980,Disney Channel,"['Animation', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,32,2026-02-09T18:33:37.000Z,1425670345,show,The Pink Panther,1993,64248,the-pink-panther-1993,14693.0,tt0108895,100741.0,tv,The Pink Panther,1993-09-12,Ended,"Kids, Animation, Comedy",,Syndication,US,3.0,121.0,6.905,79,11.6644,en,,1993,1990,Syndication,"['Kids', 'Animation', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,10,2026-02-09T18:25:47.000Z,1425666935,show,The Powerpuff Girls,1998,606,the-powerpuff-girls,607.0,tt0175058,76200.0,tv,The Powerpuff Girls,1998-11-18,Ended,"Action & Adventure, Animation, Comedy, Kids, Family",12.0,Cartoon Network,US,6.0,135.0,7.5,970,32.5143,en,,1998,1990,Cartoon Network,"['Action & Adventure', 'Animation', 'Comedy', 'Kids', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,46,2026-02-09T18:38:45.000Z,1425671701,show,The Road Runner Show,1966,225350,the-road-runner-show,245987.0,tt0060019,,movie,Shibuya Kaidan Sacchan no Toshi Densetsu,2004-01-01,Released,Horror,70.0,,,,,0.0,0,0.0906,ja,,2004,2000,,['Horror'],False
arquivo-dos-desenhos-da-infancia,33771833,29,2026-02-09T18:32:43.000Z,1425670071,show,The Smurfs,1981,5658,the-smurfs,5687.0,tt0081933,75719.0,tv,The Smurfs,1981-09-12,Ended,"Animation, Family, Sci-Fi & Fantasy, Kids, Comedy",11.0,NBC,US,9.0,422.0,6.976,552,35.0115,en,,1981,1980,NBC,"['Animation', 'Family', 'Sci-Fi & Fantasy', 'Kids', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,60,2026-02-09T18:42:32.000Z,1425673749,show,The Suite Life of Zack & Cody,2005,4581,the-suite-life-of-zack-cody,4605.0,tt0426371,79316.0,tv,The Suite Life of Zack & Cody,2005-03-18,Ended,"Comedy, Family, Kids",23.0,Disney Channel,US,3.0,87.0,7.6,685,27.7924,en,,2005,2000,Disney Channel,"['Comedy', 'Family', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,42,2026-02-09T18:36:54.000Z,1425671268,show,The Sylvester & Tweety Mysteries,1995,9818,the-sylvester-tweety-mysteries,9867.0,tt0112186,70368.0,tv,The Sylvester & Tweety Mysteries,1995-09-09,Ended,"Animation, Comedy, Mystery, Crime",22.0,The WB,US,5.0,91.0,6.486,109,18.3343,en,,1995,1990,Kids WB,"['Animation', 'Comedy', 'Mystery', 'Crime']",False
arquivo-dos-desenhos-da-infancia,33771833,34,2026-02-09T18:34:37.000Z,1425670759,show,The Yogi Bear Show,1961,61337,the-yogi-bear-show,30773.0,tt0255768,72562.0,tv,The Yogi Bear Show,1961-01-30,Ended,"Animation, Comedy, Family, Kids",7.0,Syndication,US,2.0,97.0,7.068,241,14.5663,en,,1961,1960,Syndication,"['Animation', 'Comedy', 'Family', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,81,2026-02-09T18:47:46.000Z,1425675936,show,Thomas The Tank Engine & Friends,1984,2290,thomas-the-tank-engine-friends,2304.0,tt0086815,78949.0,tv,Thomas & Friends,1984-10-09,Canceled,"Animation, Kids",22.0,ITV1,GB,24.0,584.0,6.8,142,28.2506,en,,1984,1980,ITV1,"['Animation', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,30,2026-02-09T18:33:04.000Z,1425670158,show,ThunderCats,1985,1975,thundercats,1988.0,tt0088631,70355.0,tv,ThunderCats,1985-01-23,Ended,"Animation, Sci-Fi & Fantasy, Action & Adventure, Kids",22.0,Syndication,US,4.0,130.0,8.251,1071,13.632,en,,1985,1980,Syndication,"['Animation', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,88,2026-02-09T18:49:39.000Z,1425676691,show,Timothy Goes to School,2000,13341,timothy-goes-to-school,13399.0,tt0364890,77188.0,tv,Timothy Goes to School,2000-09-05,Ended,"Animation, Kids, Family",30.0,PBS,CA,2.0,26.0,6.7,7,5.322,en,,2000,2000,PBS,"['Animation', 'Kids', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,52,2026-02-09T18:39:55.000Z,1425672555,show,Tiny Toon Adventures,1990,1818,tiny-toon-adventures,1830.0,tt0098929,73704.0,tv,Tiny Toon Adventures,1990-09-14,Ended,"Animation, Comedy, Family, Kids",30.0,CBS,US,3.0,98.0,7.805,516,16.3065,en,,1990,1990,CBS,"['Animation', 'Comedy', 'Family', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,1,2026-02-09T18:23:03.000Z,1425665417,show,Tom and Jerry,1940,3913,tom-and-jerry,7842.0,tt16311516,72860.0,tv,The Tom and Jerry Show,1975-09-06,Canceled,"Animation, Kids, Family, Comedy",7.0,ABC,US,1.0,48.0,7.7,1159,12.5323,en,,1975,1970,ABC,"['Animation', 'Kids', 'Family', 'Comedy']",False
arquivo-dos-desenhos-da-infancia,33771833,14,2026-02-09T18:26:44.000Z,1425667190,show,Total Drama Island,2007,6579,total-drama-island,6618.0,tt1173427,83294.0,tv,Total Drama Island,2007-07-08,Ended,"Animation, Comedy, Family",22.0,Cartoon Network,CA,1.0,27.0,7.528,267,4.4613,en,,2007,2000,Cartoon Network,"['Animation', 'Comedy', 'Family']",False
arquivo-dos-desenhos-da-infancia-2,33772081,9,2026-02-09T18:57:43.000Z,1425679538,show,Uncle Grandpa,2013,46758,uncle-grandpa,47035.0,tt3042608,263941.0,tv,Uncle Grandpa,2013-09-02,Canceled,"Comedy, Animation, Sci-Fi & Fantasy, Family",11.0,Cartoon Network,US,5.0,156.0,4.572,111,27.9616,en,,2013,2010,Cartoon Network,"['Comedy', 'Animation', 'Sci-Fi & Fantasy', 'Family']",False
arquivo-dos-desenhos-da-infancia-2,33772081,2,2026-02-09T18:56:34.000Z,1425679197,show,Wacky Races,1968,980,wacky-races,985.0,tt0122365,76261.0,tv,Wacky Races,1968-09-14,Ended,"Family, Animation, Comedy, Kids",11.0,CBS,US,1.0,34.0,7.323,232,8.1831,en,,1968,1960,CBS,"['Family', 'Animation', 'Comedy', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,65,2026-02-09T18:44:42.000Z,1425674535,show,What's New Scooby-Doo?,2002,650,what-s-new-scooby-doo,652.0,tt0306274,80119.0,tv,"What's New, Scooby-Doo?",2002-09-14,Ended,"Animation, Action & Adventure, Mystery",22.0,The WB,US,3.0,42.0,7.9,678,24.5642,en,,2002,2000,Kids WB,"['Animation', 'Action & Adventure', 'Mystery']",False
arquivo-dos-desenhos-da-infancia,33771833,68,2026-02-09T18:45:28.000Z,1425674958,show,Winx Club,2004,1836,winx-club,1848.0,tt0421482,74256.0,tv,Winx Club,2004-01-28,Ended,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure, Mystery",23.0,Nickelodeon,IT,8.0,208.0,8.053,530,17.645,it,,2004,2000,Nickelodeon,"['Kids', 'Animation', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Mystery']",False
arquivo-dos-desenhos-da-infancia-2,33772081,4,2026-02-09T18:56:58.000Z,1425679377,show,WordWorld,2007,14235,wordworld,14298.0,tt1097633,81312.0,tv,WordWorld,2007-09-03,Ended,"Animation, Family, Kids",30.0,PBS,US,3.0,84.0,7.8,6,2.189,en,,2007,2000,PBS,"['Animation', 'Family', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,40,2026-02-09T18:36:14.000Z,1425671141,show,X-Men: Evolution,2000,666,x-men-evolution,668.0,tt0247827,71168.0,tv,X-Men: Evolution,2000-11-04,Ended,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",,The WB,US,4.0,52.0,7.968,518,15.1334,en,,2000,2000,Kids WB,"['Kids', 'Animation', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Drama']",False
arquivo-dos-desenhos-da-infancia,33771833,39,2026-02-09T18:36:09.000Z,1425671128,show,X-Men: The Animated Series,1992,4550,x-men-the-animated-series,4574.0,tt0103584,76115.0,tv,X-Men,1992-10-31,Ended,"Kids, Sci-Fi & Fantasy, Animation, Action & Adventure",,Syndication,US,5.0,76.0,8.162,1304,24.4031,en,,1992,1990,Syndication,"['Kids', 'Sci-Fi & Fantasy', 'Animation', 'Action & Adventure']",False
arquivo-dos-desenhos-da-infancia,33771833,93,2026-02-09T18:50:52.000Z,1425677165,show,Xiaolin Showdown,2003,677,xiaolin-showdown,679.0,tt0386993,72245.0,tv,Xiaolin Showdown,2003-11-01,Ended,"Action & Adventure, Animation, Comedy, Kids",30.0,The WB,US,3.0,52.0,8.0,219,6.4954,en,,2003,2000,Kids WB,"['Action & Adventure', 'Animation', 'Comedy', 'Kids']",False
arquivo-dos-desenhos-da-infancia,33771833,59,2026-02-09T18:42:17.000Z,1425673708,show,Zeke and Luther,2009,17441,zeke-and-luther,17519.0,tt1189346,126891.0,tv,Zeke and Luther,2009-06-15,Ended,"Comedy, Family",23.0,Disney XD,US,3.0,73.0,7.7,101,5.6893,en,,2009,2000,Disney XD,"['Comedy', 'Family']",False
arquivo-dos-desenhos-da-infancia,33771833,73,2026-02-09T18:46:21.000Z,1425675467,show,Zoboomafoo,1999,4193,zoboomafoo,4217.0,tt0190211,78794.0,tv,Zoboomafoo,1999-01-25,Ended,"Comedy, Kids, Documentary",27.0,TVOntario,CA,2.0,65.0,6.6,32,3.7431,en,,1999,1990,TVOntario,"['Comedy', 'Kids', 'Documentary']",False
